"STATE","FACILITY_NAME","ORISPL_CODE","UNITID","OP_DATE","OP_HOUR","OP_TIME","GLOAD (MW)","SLOAD (1000lb/hr)","SO2_MASS (lbs)","SO2_MASS_MEASURE_FLG","SO2_RATE (lbs/mmBtu)","SO2_RATE_MEASURE_FLG","NOX_RATE (lbs/mmBtu)","NOX_RATE_MEASURE_FLG","NOX_MASS (lbs)","NOX_MASS_MEASURE_FLG","CO2_MASS (tons)","CO2_MASS_MEASURE_FLG","CO2_RATE (tons/mmBtu)","CO2_RATE_MEASURE_FLG","HEAT_INPUT (mmBtu)","FAC_ID","UNIT_ID"
"AK","Healy Power Plant","6288","2","01-11-2021","23","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","0","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","1","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","2","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","3","1","22","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","4","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","5","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","6","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","7","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","8","1","23","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","9","1","21","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","10",".62","14","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","11","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","12","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","13","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","14","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","15","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","16","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","17","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","18","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","19","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","20","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","21","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","22","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-12-2021","23","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","0","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","1","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","2","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","3","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","4","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","5","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","6","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","7","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","8","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","9",".25","0","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","10",".65","0","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","11","1","0","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","12","1","0","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","13","1","0","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","14","1","0","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","15","1","0","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","16","1","7","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","17","1","15","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","18","1","24","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","19","1","31","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","20","1","39","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","21","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","22","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-13-2021","23","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","0","1","35","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","1","1","35","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","2","1","35","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","3","1","35","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","4","1","35","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","5","1","35","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","6","1","39","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","7","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","8","1","44","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","9","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","10","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","11","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","12","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","13","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","14","1","47","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","15","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","16","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","17","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","18","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","19","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","20","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","21","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","22","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-14-2021","23","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","0","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","1","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","2","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","3","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","4","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","5","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","6","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","7","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","8","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","9","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","10","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","11","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","12","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","13","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","14","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","15","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","16","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","17","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","18","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","19","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","20","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","21","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","22","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-15-2021","23","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","0","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","1","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","2","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","3","1","46","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","4","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","5","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","6","1","40","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","7","1","42","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","8","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","9","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","10","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","11","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","12","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","13","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","14","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","15","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","16","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","17","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","18","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","19","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","20","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","21","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","22","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-16-2021","23","1","47","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","0","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","1","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","2","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","3","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","4","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","5","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","6","1","45","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","7","1","46","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","8","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","9","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","10","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","11","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","12","1","48","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-17-2021","13","1","48","","","","","","","","","","","","","","","8381","90988"
